data;
set I := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24;
set J := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
param F := 0 22104 1 13290 2 15632 3 16331 4 18234 5 16428 6 26003 7 19556 8 24953 9 17905 10 18841 11 21824 12 28468 13 10000 14 20272 15 26009 16 14782 17 22283 18 10000 19 15304 20 17068 21 12847 22 26402 23 20898 24 18820;
param Cap := 0 894 1 1335 2 1218 3 1183 4 1088 5 1178 6 699 7 1022 8 752 9 1104 10 1057 11 908 12 576 13 1500 14 986 15 699 16 1260 17 885 18 1500 19 1234 20 1146 21 1357 22 679 23 955 24 1058;
param RC := 0 551 1 597 2 580 3 512 4 560 5 538 6 519 7 504 8 531 9 569 10 588 11 581 12 587 13 588 14 569 15 567 16 520 17 555 18 523 19 536 20 556 21 589 22 595 23 524 24 506;
param OC := 0 197 1 196 2 187 3 203 4 202 5 188 6 184 7 198 8 189 9 210 10 195 11 185 12 194 13 196 14 184 15 201 16 198 17 180 18 190 19 218 20 195 21 219 22 199 23 219 24 215;
param HC := 0 2.04 1 2.27 2 2.05 3 2.0 4 2.16 5 2.23 6 2.06 7 2.23 8 2.26 9 2.28 10 2.09 11 2.18 12 2.06 13 2.31 14 2.1 15 2.3 16 2.39 17 2.27 18 2.13 19 2.2 20 2.33 21 2.32 22 2.31 23 2.34 24 2.31;
param LT := 0 12 1 6 2 10 3 13 4 8 5 6 6 9 7 9 8 9 9 13 10 8 11 6 12 9 13 6 14 6 15 8 16 10 17 12 18 6 19 8 20 10 21 6 22 12 23 11 24 8;
param d := 0 84 1 70 2 138 3 49 4 128 5 122 6 145 7 38 8 66 9 100 10 147 11 44 12 123 13 92 14 97 15 145 16 83 17 63 18 98 19 97 20 67 21 33 22 77 23 136 24 82 25 93 26 75 27 127 28 84 29 105 30 54 31 149 32 85 33 139 34 49 35 58 36 32 37 75 38 113 39 72 40 49 41 52 42 34 43 116 44 84 45 95 46 108 47 106 48 52 49 118;
param u := 0 31 1 36 2 49 3 40 4 45 5 35 6 28 7 39 8 25 9 29 10 27 11 45 12 48 13 25 14 38 15 48 16 25 17 46 18 34 19 32 20 27 21 25 22 26 23 27 24 27 25 41 26 30 27 47 28 45 29 27 30 49 31 25 32 50 33 48 34 46 35 30 36 50 37 41 38 50 39 45 40 31 41 47 42 46 43 29 44 39 45 38 46 49 47 33 48 30 49 46;
param K := 1.28;
param TH := 1000;
param TC := 
20 8 76
21 8 96
22 8 28
23 8 57
24 8 71
0 9 55
1 9 94
2 9 103
3 9 96
4 9 62
5 9 104
6 9 132
7 9 78
8 9 24
9 9 70
10 9 65
11 9 188
12 9 118
13 9 120
14 9 81
15 9 51
16 9 140
17 9 73
18 9 126
19 9 82
20 9 72
21 9 103
22 9 22
23 9 64
24 9 64
0 10 143
1 10 156
2 10 235
3 10 183
4 10 112
5 10 96
6 10 23
7 10 79
8 10 121
9 10 180
10 10 150
11 10 45
12 10 26
13 10 119
14 10 223
15 10 196
16 10 85
17 10 72
18 10 114
19 10 127
20 10 115
21 10 142
22 10 134
23 10 148
24 10 143
0 11 44
1 11 118
2 11 77
3 11 75
4 11 64
5 11 130
6 11 153
7 11 90
8 11 45
9 11 87
10 11 88
11 11 208
12 11 137
13 11 117
14 11 60
15 11 42
16 11 145
17 11 93
18 11 125
19 11 108
20 11 98
21 11 94
22 11 49
23 11 51
24 11 89
0 12 93
1 12 66
2 12 118
3 12 130
4 12 98
5 12 99
6 12 147
7 12 109
8 12 53
9 12 33
10 12 38
11 12 205
12 12 138
13 12 157
14 12 86
15 12 47
16 12 173
17 12 92
18 12 163
19 12 66
20 12 63
21 12 141
22 12 31
23 12 101
24 12 41
0 13 69
1 13 77
2 13 123
3 13 114
4 13 67
5 13 84
6 13 118
7 13 75
8 13 20
9 13 62
10 13 49
11 13 175
12 13 107
13 13 126
14 13 98
15 13 65
16 13 140
17 13 60
18 13 131
19 13 62
20 13 52
21 13 114
22 13 3
23 13 79
24 13 47
0 14 52
1 14 97
2 14 102
3 14 93
4 14 59
5 14 106
6 14 132
7 14 77
8 14 23
9 14 74
10 14 68
11 14 188
12 14 118
13 14 117
14 14 80
15 14 52
16 14 138
17 14 72
18 14 123
19 14 85
20 14 74
21 14 100
22 14 25
23 14 61
24 14 67
0 15 32
1 15 124
2 15 81
3 15 67
4 15 52
5 15 130
6 15 147
7 15 80
8 15 42
9 15 96
10 15 94
11 15 200
12 15 130
13 15 105
14 15 69
15 15 54
16 15 134
17 15 88
18 15 112
19 15 111
20 15 100
21 15 81
22 15 52
23 15 39
24 15 94
0 16 74
1 16 79
2 16 109
3 16 113
4 16 80
5 16 100
6 16 139
7 16 94
8 16 37
9 16 51
10 16 50
11 16 197
12 16 128
13 16 139
14 16 81
15 16 45
16 16 157
17 16 81
18 16 145
19 16 72
20 16 65
21 16 122
22 16 20
23 16 83
24 16 51
0 17 69
1 17 124
2 17 61
3 17 87
4 17 91
5 17 148
6 17 179
7 17 118
8 17 70
9 17 84
10 17 96
11 17 234
12 17 164
13 17 142
14 17 34
15 17 20
16 17 172
17 17 119
18 17 150
19 17 121
20 17 114
21 17 116
22 17 66
23 17 73
24 17 98
0 18 77
1 18 83
2 18 103
3 18 113
4 18 86
5 18 109
6 18 149
7 18 102
8 18 45
9 18 50
10 18 54
11 18 206
12 18 137
13 18 144
14 18 72
15 18 36
16 18 165
17 18 91
18 18 151
19 18 79
20 18 74
21 18 126
22 18 30
23 18 85
24 18 56
0 19 45
1 19 103
2 19 99
3 19 87
4 19 54
5 19 110
6 19 133
7 19 74
8 19 24
9 19 80
10 19 74
11 19 188
12 19 118
13 19 112
14 19 80
15 19 54
16 19 134
17 19 73
18 19 118
19 19 90
20 19 79
21 19 93
22 19 30
23 19 54
24 19 74
0 20 108
1 20 113
2 20 195
3 20 154
4 20 80
5 20 60
6 20 34
7 20 50
8 20 75
9 20 133
10 20 103
11 20 90
12 20 24
13 20 111
14 20 179
15 20 149
16 20 94
17 20 26
18 20 109
19 20 83
20 20 69
21 20 123
22 20 86
23 20 116
24 20 96
0 21 31
1 21 126
2 21 80
3 21 65
4 21 52
5 21 131
6 21 147
7 21 80
8 21 43
9 21 98
10 21 96
11 21 201
12 21 130
13 21 104
14 21 69
15 21 55
16 21 133
17 21 89
18 21 111
19 21 113
20 21 102
21 21 80
22 21 53
23 21 38
24 21 96
0 22 114
1 22 129
2 22 203
3 22 157
4 22 84
5 22 74
6 22 26
7 22 51
8 22 87
9 22 148
10 22 119
11 22 78
12 22 8
13 22 105
14 22 190
15 22 162
16 22 82
17 22 39
18 22 102
19 22 99
20 22 85
21 22 121
22 22 100
23 22 120
24 22 112
0 23 68
1 23 96
2 23 91
3 23 101
4 23 81
5 23 118
6 23 153
7 23 100
8 23 46
9 23 62
10 23 67
11 23 210
12 23 140
13 23 138
14 23 63
15 23 29
16 23 161
17 23 94
18 23 145
19 23 91
20 23 84
21 23 117
22 23 37
23 23 75
24 23 69
0 24 126
1 24 143
2 24 218
3 24 168
4 24 96
5 24 85
6 24 19
7 24 62
8 24 103
9 24 164
10 24 134
11 24 62
12 24 8
13 24 109
14 24 205
15 24 178
16 24 80
17 24 55
18 24 105
19 24 113
20 24 100
21 24 129
22 24 116
23 24 132
24 24 128
0 25 48
1 25 139
2 25 55
3 25 62
4 25 75
5 25 153
6 25 173
7 25 105
8 25 67
9 25 104
10 25 110
11 25 226
12 25 156
13 25 120
14 25 46
15 25 45
16 25 154
17 25 114
18 25 129
19 25 131
20 25 121
21 25 92
22 25 72
23 25 50
24 25 111
0 26 72
1 26 74
2 26 125
3 26 117
4 26 70
5 26 82
6 26 118
7 26 76
8 26 22
9 26 60
10 26 46
11 26 175
12 26 107
13 26 128
14 26 100
15 26 66
16 26 141
17 26 60
18 26 133
19 26 59
20 26 49
21 26 117
22 26 1
23 26 82
24 26 44
0 27 48
1 27 107
2 27 89
3 27 85
4 27 62
5 27 118
6 27 143
7 27 84
8 27 35
9 27 78
10 27 77
11 27 199
12 27 129
13 27 118
14 27 69
15 27 44
16 27 143
17 27 84
18 27 125
19 27 96
20 27 86
21 27 98
22 27 37
23 27 56
24 27 77
0 28 153
1 28 161
2 28 245
3 28 194
4 28 123
5 28 99
6 28 26
7 28 89
8 28 130
9 28 187
10 28 156
11 28 35
12 28 35
13 28 129
14 28 232
15 28 205
16 28 93
17 28 81
18 28 123
19 28 132
20 28 120
21 28 152
22 28 142
23 28 159
24 28 149
0 29 143
1 29 168
2 29 236
3 29 181
4 29 112
5 29 109
6 29 36
7 29 79
8 29 126
9 29 190
10 29 160
11 29 45
12 29 34
13 29 113
14 29 226
15 29 201
16 29 75
17 29 79
18 29 107
19 29 138
20 29 125
21 29 138
22 29 141
23 29 148
24 29 153
0 30 76
1 30 94
2 30 91
3 30 107
4 30 89
5 30 121
6 30 159
7 30 108
8 30 53
9 30 56
10 30 65
11 30 217
12 30 147
13 30 146
14 30 60
15 30 24
16 30 170
17 30 101
18 30 153
19 30 92
20 30 86
21 30 125
22 30 41
23 30 83
24 30 68
0 31 52
1 31 98
2 31 99
3 31 92
4 31 60
5 31 108
6 31 134
7 31 78
8 31 26
9 31 74
10 31 69
11 31 190
12 31 120
13 31 118
14 31 78
15 31 50
16 31 139
17 31 75
18 31 124
19 31 86
20 31 76
21 31 100
22 31 27
23 31 60
24 31 69
0 32 113
1 32 136
2 32 204
3 32 155
4 32 83
5 32 82
6 32 28
7 32 49
8 32 90
9 32 154
10 32 125
11 32 76
12 32 7
13 32 100
14 32 192
15 32 165
16 32 75
17 32 43
18 32 96
19 32 106
20 32 92
21 32 117
22 32 104
23 32 119
24 32 119
0 33 126
1 33 160
2 33 219
3 33 164
4 33 95
5 33 104
6 33 37
7 33 62
8 33 111
9 33 178
10 33 149
11 33 62
12 33 24
13 33 98
14 33 210
15 33 186
16 33 63
17 33 66
18 33 92
19 33 130
20 33 116
21 33 121
22 33 127
23 33 131
24 33 143
0 34 64
1 34 83
2 34 117
3 34 108
4 34 64
5 34 90
6 34 122
7 34 74
8 34 18
9 34 65
10 34 54
11 34 179
12 34 109
13 34 123
14 34 93
15 34 61
16 34 139
17 34 63
18 34 128
19 34 69
20 34 58
21 34 109
22 34 9
23 34 73
24 34 53
0 35 73
1 35 96
2 35 89
3 35 105
4 35 87
5 35 122
6 35 159
7 35 107
8 35 52
9 35 59
10 35 67
11 35 216
12 35 146
13 35 144
14 35 59
15 35 24
16 35 168
17 35 100
18 35 151
19 35 93
20 35 87
21 35 123
22 35 41
23 35 81
24 35 70
0 36 113
1 36 122
2 36 202
3 36 158
4 36 84
5 36 68
6 36 26
7 36 52
8 36 84
9 36 143
10 36 113
11 36 81
12 36 14
13 36 109
14 36 187
15 36 158
16 36 88
17 36 35
18 36 107
19 36 93
20 36 79
21 36 124
22 36 96
23 36 120
24 36 106
0 37 69
1 37 100
2 37 86
3 37 100
4 37 84
5 37 124
6 37 158
7 37 104
8 37 51
9 37 64
10 37 71
11 37 215
12 37 145
13 37 140
14 37 57
15 37 24
16 37 164
17 37 99
18 37 147
19 37 96
20 37 89
21 37 118
22 37 42
23 37 76
24 37 73
0 38 74
1 38 80
2 38 108
3 38 113
4 38 81
5 38 101
6 38 140
7 38 94
8 38 38
9 38 51
10 38 50
11 38 198
12 38 129
13 38 139
14 38 79
15 38 44
16 38 158
17 38 82
18 38 145
19 38 73
20 38 67
21 38 122
22 38 22
23 38 83
24 38 52
0 39 118
1 39 106
2 39 202
3 39 164
4 39 91
5 39 50
6 39 32
7 39 61
8 39 80
9 39 130
10 39 99
11 39 89
12 39 30
13 39 123
14 39 184
15 39 152
16 39 105
17 39 33
18 39 121
19 39 77
20 39 64
21 39 134
22 39 88
23 39 125
24 39 93
0 40 137
1 40 165
2 40 230
3 40 175
4 40 106
5 40 106
6 40 35
7 40 73
8 40 120
9 40 185
10 40 156
11 40 51
12 40 29
13 40 108
14 40 220
15 40 195
16 40 71
17 40 74
18 40 102
19 40 135
20 40 121
21 40 132
22 40 136
23 40 142
24 40 149
0 41 153
1 41 149
2 41 243
3 41 196
4 41 123
5 41 87
6 41 16
7 41 90
8 41 125
9 41 177
10 41 146
11 41 42
12 41 34
13 41 136
14 41 228
15 41 199
16 41 103
17 41 76
18 41 131
19 41 120
20 41 110
21 41 157
22 41 135
23 41 159
24 41 139
0 42 116
1 42 136
2 42 207
3 42 159
4 42 86
5 42 81
6 42 25
7 42 53
8 42 92
9 42 155
10 42 126
11 42 73
12 42 3
13 42 103
14 42 194
15 42 167
16 42 78
17 42 45
18 42 100
19 42 106
20 42 92
21 42 121
22 42 106
23 42 122
24 42 119
0 43 110
1 43 124
2 43 199
3 43 154
4 43 80
5 43 71
6 43 29
7 43 48
8 43 82
9 43 143
10 43 113
11 43 83
12 43 14
13 43 105
14 43 185
15 43 156
16 43 84
17 43 33
18 43 102
19 43 94
20 43 80
21 43 119
22 43 94
23 43 116
24 43 107
0 44 50
1 44 109
2 44 84
3 44 84
4 44 66
5 44 123
6 44 149
7 44 89
8 44 40
9 44 78
10 44 79
11 44 205
12 44 134
13 44 121
14 44 63
15 44 39
16 44 147
17 44 89
18 44 129
19 44 100
20 44 90
21 44 100
22 44 41
23 44 58
24 44 80
0 45 77
1 45 80
2 45 107
3 45 115
4 45 85
5 45 104
6 45 145
7 45 99
8 45 42
9 45 48
10 45 50
11 45 202
12 45 133
13 45 143
14 45 77
15 45 40
16 45 162
17 45 87
18 45 150
19 45 75
20 45 69
21 45 126
22 45 26
23 45 86
24 45 52
0 46 61
1 46 117
2 46 70
3 46 86
4 46 82
5 46 138
6 46 167
7 46 107
8 46 58
9 46 80
10 46 88
11 46 223
12 46 152
13 46 134
14 46 45
15 46 25
16 46 163
17 46 107
18 46 142
19 46 112
20 46 104
21 46 110
22 46 55
23 46 67
24 46 90
0 47 41
1 47 127
2 47 70
3 47 68
4 47 65
5 47 138
6 47 159
7 47 93
8 47 52
9 47 95
10 47 97
11 47 212
12 47 142
13 47 115
14 47 56
15 47 44
16 47 145
17 47 99
18 47 123
19 47 117
20 47 107
21 47 90
22 47 57
23 47 47
24 47 98
0 48 42
1 48 122
2 48 75
3 48 72
4 48 63
5 48 134
6 48 155
7 48 90
8 48 48
9 48 91
10 48 92
11 48 209
12 48 139
13 48 115
14 48 59
15 48 44
16 48 144
17 48 95
18 48 123
19 48 112
20 48 102
21 48 91
22 48 53
23 48 48
24 48 93
0 49 77
1 49 107
2 49 78
3 49 103
4 49 95
5 49 135
6 49 172
7 49 117
8 49 64
9 49 66
10 49 79
11 49 229
12 49 159
13 49 150
14 49 46
15 49 11
16 49 176
17 49 113
18 49 158
19 49 106
20 49 100
21 49 126
22 49 55
23 49 84
24 49 82
;
