data;
set I := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24;
set J := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
param F := 0 23856 1 19111 2 10000 3 14219 4 17946 5 28354 6 24321 7 10000 8 10000 9 10000 10 24379 11 20872 12 10000 13 14872 14 18854 15 13186 16 23220 17 10000 18 10000 19 19333 20 12223 21 16778 22 17322 23 20432 24 10000;
param Cap := 0 807 1 1044 2 1500 3 1289 4 1102 5 582 6 783 7 1500 8 1500 9 1500 10 781 11 956 12 1500 13 1256 14 1057 15 1340 16 838 17 1500 18 1500 19 1033 20 1388 21 1161 22 1133 23 978 24 1500;
param RC := 0 546 1 592 2 597 3 568 4 584 5 599 6 522 7 588 8 588 9 589 10 588 11 519 12 512 13 585 14 550 15 544 16 524 17 578 18 593 19 590 20 562 21 526 22 502 23 556 24 568;
param OC := 0 185 1 207 2 210 3 195 4 191 5 207 6 196 7 190 8 184 9 216 10 188 11 220 12 191 13 214 14 207 15 183 16 195 17 219 18 199 19 207 20 208 21 202 22 197 23 184 24 188;
param HC := 0 2.23 1 2.03 2 2.06 3 2.22 4 2.19 5 2.3 6 2.12 7 2.01 8 2.06 9 2.37 10 2.29 11 2.04 12 2.0 13 2.28 14 2.27 15 2.37 16 2.29 17 2.04 18 2.09 19 2.18 20 2.3 21 2.36 22 2.1 23 2.38 24 2.36;
param LT := 0 15 1 12 2 11 3 7 4 15 5 7 6 7 7 14 8 11 9 7 10 13 11 10 12 11 13 14 14 14 15 12 16 6 17 15 18 10 19 13 20 14 21 7 22 7 23 13 24 7;
param d := 0 64 1 30 2 86 3 74 4 32 5 59 6 78 7 39 8 69 9 66 10 66 11 123 12 66 13 103 14 143 15 96 16 107 17 143 18 106 19 141 20 104 21 43 22 150 23 105 24 107 25 78 26 51 27 81 28 42 29 73 30 118 31 125 32 58 33 129 34 110 35 38 36 115 37 148 38 120 39 102 40 106 41 119 42 76 43 97 44 69 45 67 46 96 47 124 48 68 49 67;
param u := 0 44 1 49 2 46 3 50 4 38 5 31 6 41 7 38 8 46 9 31 10 37 11 43 12 33 13 33 14 28 15 36 16 28 17 36 18 28 19 47 20 32 21 49 22 39 23 44 24 40 25 27 26 28 27 49 28 28 29 39 30 41 31 29 32 44 33 26 34 42 35 43 36 39 37 33 38 39 39 47 40 45 41 35 42 34 43 31 44 37 45 28 46 46 47 48 48 45 49 43;
param K := 1.28;
param TH := 1000;
param TC := 
17 17 174
18 17 179
19 17 102
20 17 165
21 17 141
22 17 137
23 17 102
24 17 199
0 18 143
1 18 62
2 18 124
3 18 133
4 18 63
5 18 73
6 18 92
7 18 97
8 18 103
9 18 106
10 18 25
11 18 43
12 18 127
13 18 69
14 18 49
15 18 85
16 18 100
17 18 110
18 18 106
19 18 61
20 18 84
21 18 61
22 18 60
23 18 65
24 18 119
0 19 192
1 19 84
2 19 202
3 19 205
4 19 96
5 19 25
6 19 45
7 19 177
8 19 179
9 19 170
10 19 87
11 19 100
12 19 206
13 19 149
14 19 122
15 19 163
16 19 129
17 19 156
18 19 185
19 19 81
20 19 162
21 19 137
22 19 128
23 19 120
24 19 193
0 20 160
1 20 74
2 20 172
3 20 169
4 20 65
5 20 26
6 20 48
7 20 144
8 20 150
9 20 147
10 20 52
11 20 65
12 20 171
13 20 117
14 20 86
15 20 127
16 20 101
17 20 141
18 20 151
19 20 71
20 20 131
21 20 107
22 20 103
23 20 86
24 20 165
0 21 151
1 21 60
2 21 144
3 21 150
4 21 62
5 21 53
6 21 74
7 21 117
8 21 122
9 21 122
10 21 33
11 21 50
12 21 147
13 21 90
14 21 65
15 21 104
16 21 101
17 21 120
18 21 126
19 21 59
20 21 104
21 21 80
22 21 77
23 21 73
24 21 138
0 22 155
1 22 57
2 22 146
3 22 153
4 22 65
5 22 52
6 22 74
7 22 120
8 22 124
9 22 122
10 22 37
11 22 54
12 22 150
13 22 92
14 22 69
15 22 107
16 22 104
17 22 119
18 22 129
19 22 56
20 22 106
21 22 81
22 22 77
23 22 77
24 22 139
0 23 129
1 23 77
2 23 128
3 23 124
4 23 48
5 23 71
6 23 87
7 23 97
8 23 108
9 23 117
10 23 10
11 23 28
12 23 123
13 23 71
14 23 40
15 23 80
16 23 85
17 23 124
18 23 103
19 23 76
20 23 88
21 23 68
22 23 72
23 23 50
24 23 126
0 24 142
1 24 67
2 24 139
3 24 140
4 24 55
5 24 59
6 24 77
7 24 110
8 24 117
9 24 120
10 24 23
11 24 41
12 24 138
13 24 83
14 24 55
15 24 95
16 24 93
17 24 122
18 24 117
19 24 66
20 24 98
21 24 75
22 24 75
23 24 63
24 24 134
0 25 54
1 25 170
2 25 182
3 25 105
4 25 50
5 25 118
6 25 111
7 25 139
8 25 170
9 25 196
10 25 84
11 25 67
12 25 135
13 25 129
14 25 79
15 25 101
16 25 14
17 25 214
18 25 127
19 25 169
20 25 150
21 25 142
22 25 156
23 25 49
24 25 191
0 26 31
1 26 182
2 26 176
3 26 87
4 26 67
5 26 138
6 26 134
7 26 132
8 26 167
9 26 197
10 26 96
11 26 77
12 26 122
13 26 127
14 26 82
15 26 94
16 26 37
17 26 219
18 26 117
19 26 181
20 26 148
21 26 143
22 26 160
23 26 55
24 26 188
0 27 185
1 27 92
2 27 204
3 27 201
4 27 89
5 27 16
6 27 35
7 27 178
8 27 182
9 27 176
10 27 85
11 27 96
12 27 205
13 27 150
14 27 119
15 27 161
16 27 121
17 27 163
18 27 185
19 27 89
20 27 165
21 27 140
22 27 133
23 27 115
24 27 197
0 28 35
1 28 178
2 28 175
3 28 89
4 28 63
5 28 134
6 28 129
7 28 132
8 28 166
9 28 196
10 28 92
11 28 73
12 28 123
13 28 126
14 28 79
15 28 94
16 28 32
17 28 216
18 28 117
19 28 177
20 28 147
21 28 141
22 28 158
23 28 52
24 28 187
0 29 161
1 29 105
2 29 201
3 29 184
4 29 67
5 29 12
6 29 15
7 29 170
8 29 180
9 29 180
10 29 73
11 29 80
12 29 192
13 29 144
14 29 105
15 29 148
16 29 95
17 29 174
18 29 173
19 29 103
20 29 161
21 29 138
22 29 135
23 29 95
24 29 197
0 30 160
1 30 49
2 30 139
3 30 153
4 30 73
5 30 61
6 30 83
7 30 115
8 30 116
9 30 112
10 30 40
11 30 59
12 30 147
13 30 87
14 30 69
15 30 106
16 30 111
17 30 109
18 30 125
19 30 48
20 30 99
21 30 74
22 30 68
23 30 81
24 30 131
0 31 147
1 31 60
2 31 133
3 31 141
4 31 62
5 31 64
6 31 84
7 31 106
8 31 111
9 31 113
10 31 27
11 31 46
12 31 136
13 31 79
14 31 57
15 31 94
16 31 101
17 31 114
18 31 115
19 31 59
20 31 93
21 31 69
22 31 67
23 31 69
24 31 128
0 32 148
1 32 57
2 32 128
3 32 139
4 32 65
5 32 69
6 32 89
7 32 102
8 32 106
9 32 107
10 32 29
11 32 47
12 32 133
13 32 74
14 32 55
15 32 92
16 32 103
17 32 109
18 32 112
19 32 57
20 32 88
21 32 64
22 32 62
23 32 70
24 32 123
0 33 158
1 33 51
2 33 140
3 33 153
4 33 70
5 33 59
6 33 81
7 33 116
8 33 118
9 33 115
10 33 39
11 33 57
12 33 147
13 33 87
14 33 68
15 33 105
16 33 109
17 33 111
18 33 126
19 33 50
20 33 100
21 33 75
22 33 70
23 33 80
24 33 133
0 34 19
1 34 191
2 34 177
3 34 81
4 34 78
5 34 150
6 34 146
7 34 133
8 34 169
9 34 202
10 34 105
11 34 86
12 34 119
13 34 131
14 34 88
15 34 95
16 34 49
17 34 225
18 34 116
19 34 190
20 34 151
21 34 148
22 34 166
23 34 64
24 34 190
0 35 184
1 35 86
2 35 199
3 35 198
4 35 88
5 35 17
6 35 39
7 35 173
8 35 176
9 35 170
10 35 81
11 35 93
12 35 201
13 35 145
14 35 115
15 35 157
16 35 121
17 35 157
18 35 180
19 35 83
20 35 159
21 35 134
22 35 127
23 35 112
24 35 191
0 36 137
1 36 70
2 36 134
3 36 134
4 36 52
5 36 64
6 36 81
7 36 104
8 36 113
9 36 118
10 36 18
11 36 36
12 36 132
13 36 78
14 36 49
15 36 89
16 36 90
17 36 122
18 36 111
19 36 69
20 36 94
21 36 72
22 36 73
23 36 59
24 36 130
0 37 179
1 37 92
2 37 201
3 37 196
4 37 84
5 37 11
6 37 31
7 37 174
8 37 179
9 37 174
10 37 80
11 37 91
12 37 200
13 37 147
14 37 114
15 37 156
16 37 115
17 37 163
18 37 180
19 37 89
20 37 161
21 37 137
22 37 130
23 37 109
24 37 194
0 38 155
1 38 55
2 38 141
3 38 151
4 38 67
5 38 57
6 38 78
7 38 116
8 38 119
9 38 117
10 38 36
11 38 54
12 38 146
13 38 88
14 38 66
15 38 104
16 38 105
17 38 115
18 38 125
19 38 54
20 38 101
21 38 77
22 38 72
23 38 76
24 38 134
0 39 36
1 39 171
2 39 164
3 39 79
4 39 60
5 39 133
6 39 130
7 39 120
8 39 154
9 39 185
10 39 85
11 39 66
12 39 112
13 39 115
14 39 69
15 39 82
16 39 37
17 39 207
18 39 105
19 39 170
20 39 135
21 39 131
22 39 148
23 39 44
24 39 175
0 40 142
1 40 74
2 40 152
3 40 147
4 40 50
5 40 46
6 40 63
7 40 122
8 40 131
9 40 134
10 40 29
11 40 43
12 40 148
13 40 96
14 40 63
15 40 105
16 40 88
17 40 134
18 40 128
19 40 73
20 40 112
21 40 89
22 40 88
23 40 65
24 40 148
0 41 32
1 41 186
2 41 182
3 41 92
4 41 70
5 41 140
6 41 134
7 41 138
8 41 173
9 41 203
10 41 100
11 41 81
12 41 128
13 41 133
14 41 87
15 41 100
16 41 36
17 41 224
18 41 123
19 41 185
20 41 154
21 41 149
22 41 166
23 41 60
24 41 194
0 42 177
1 42 107
2 42 212
3 42 200
4 42 84
5 42 15
6 42 18
7 42 183
8 42 191
9 42 188
10 42 87
11 42 95
12 42 207
13 42 157
14 42 120
15 42 163
16 42 111
17 42 178
18 42 188
19 42 104
20 42 172
21 42 148
22 42 144
23 42 112
24 42 206
0 43 152
1 43 56
2 43 138
3 43 147
4 43 65
5 43 60
6 43 81
7 43 112
8 43 115
9 43 115
10 43 33
11 43 51
12 43 142
13 43 84
14 43 63
15 43 100
16 43 104
17 43 113
18 43 121
19 43 55
20 43 98
21 43 73
22 43 69
23 43 74
24 43 131
0 44 185
1 44 99
2 44 211
3 44 205
4 44 91
5 44 18
6 44 30
7 44 183
8 44 188
9 44 183
10 44 89
11 44 99
12 44 209
13 44 156
14 44 123
15 44 165
16 44 120
17 44 171
18 44 189
19 44 96
20 44 171
21 44 146
22 44 140
23 44 117
24 44 203
0 45 172
1 45 84
2 45 190
3 45 186
4 45 76
5 45 11
6 45 36
7 45 162
8 45 168
9 45 163
10 45 69
11 45 81
12 45 189
13 45 135
14 45 103
15 45 145
16 45 109
17 45 154
18 45 169
19 45 81
20 45 150
21 45 125
22 45 120
23 45 100
24 45 183
0 46 184
1 46 91
2 46 203
3 46 200
4 46 88
5 46 15
6 46 35
7 46 176
8 46 181
9 46 174
10 46 84
11 46 95
12 46 203
13 46 149
14 46 118
15 46 159
16 46 120
17 46 162
18 46 183
19 46 88
20 46 163
21 46 138
22 46 131
23 46 113
24 46 195
0 47 190
1 47 100
2 47 214
3 47 209
4 47 95
5 47 22
6 47 33
7 47 187
8 47 191
9 47 185
10 47 94
11 47 104
12 47 214
13 47 160
14 47 128
15 47 170
16 47 125
17 47 172
18 47 193
19 47 97
20 47 174
21 47 149
22 47 142
23 47 122
24 47 206
0 48 188
1 48 85
2 48 201
3 48 202
4 48 92
5 48 21
6 48 42
7 48 176
8 48 178
9 48 171
10 48 85
11 48 97
12 48 204
13 48 148
14 48 119
15 48 160
16 48 125
17 48 157
18 48 183
19 48 82
20 48 161
21 48 136
22 48 128
23 48 116
24 48 193
0 49 164
1 49 41
2 49 121
3 49 148
4 49 84
5 49 80
6 49 103
7 49 101
8 49 98
9 49 93
10 49 46
11 49 65
12 49 136
13 49 72
14 49 67
15 49 98
16 49 122
17 49 91
18 49 114
19 49 41
20 49 82
21 49 57
22 49 48
23 49 86
24 49 112
;
