data;
set I := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24;
set J := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
param F := 0 10000 1 21747 2 10000 3 10000 4 10000 5 10000 6 10000 7 18476 8 18146 9 22173 10 10000 11 14418 12 10000 13 10000 14 10000 15 16387 16 10000 17 16976 18 15392 19 17707 20 12831 21 27439 22 22108 23 14696 24 17814;
param Cap := 0 1500 1 912 2 1500 3 1500 4 1500 5 1500 6 1500 7 1076 8 1092 9 891 10 1500 11 1279 12 1500 13 1500 14 1500 15 1180 16 1500 17 1151 18 1230 19 1114 20 1358 21 628 22 894 23 1265 24 1109;
param RC := 0 575 1 579 2 527 3 589 4 530 5 509 6 504 7 569 8 551 9 541 10 591 11 563 12 547 13 527 14 552 15 531 16 510 17 516 18 504 19 541 20 533 21 514 22 527 23 591 24 544;
param OC := 0 189 1 180 2 183 3 195 4 215 5 191 6 209 7 219 8 196 9 192 10 196 11 214 12 206 13 186 14 213 15 195 16 216 17 196 18 209 19 211 20 181 21 198 22 190 23 211 24 203;
param HC := 0 2.2 1 2.22 2 2.2 3 2.4 4 2.29 5 2.27 6 2.33 7 2.34 8 2.02 9 2.13 10 2.31 11 2.22 12 2.35 13 2.07 14 2.28 15 2.26 16 2.31 17 2.3 18 2.18 19 2.38 20 2.14 21 2.12 22 2.06 23 2.09 24 2.12;
param LT := 0 13 1 6 2 14 3 12 4 9 5 8 6 10 7 12 8 7 9 15 10 13 11 11 12 10 13 9 14 8 15 9 16 9 17 10 18 10 19 6 20 13 21 10 22 13 23 11 24 14;
param d := 0 56 1 69 2 53 3 129 4 112 5 89 6 107 7 53 8 51 9 82 10 123 11 88 12 69 13 30 14 74 15 143 16 39 17 143 18 102 19 49 20 89 21 110 22 49 23 139 24 121 25 57 26 93 27 94 28 117 29 39 30 63 31 75 32 146 33 148 34 134 35 104 36 72 37 96 38 48 39 41 40 100 41 144 42 30 43 130 44 76 45 52 46 108 47 139 48 52 49 148;
param u := 0 26 1 47 2 33 3 37 4 39 5 42 6 26 7 44 8 26 9 27 10 44 11 29 12 29 13 25 14 34 15 44 16 46 17 36 18 46 19 28 20 28 21 43 22 48 23 25 24 47 25 32 26 37 27 30 28 44 29 36 30 41 31 47 32 44 33 39 34 36 35 28 36 42 37 43 38 45 39 45 40 41 41 38 42 50 43 37 44 29 45 33 46 48 47 31 48 34 49 50;
param K := 1.28;
param TH := 1000;
param TC := 
9 20 34
10 20 121
11 20 86
12 20 105
13 20 108
14 20 109
15 20 80
16 20 130
17 20 74
18 20 91
19 20 70
20 20 89
21 20 13
22 20 48
23 20 86
24 20 55
0 21 129
1 21 51
2 21 130
3 21 108
4 21 126
5 21 110
6 21 146
7 21 51
8 21 62
9 21 49
10 21 134
11 21 72
12 21 111
13 21 122
14 21 125
15 21 65
16 21 143
17 21 59
18 21 79
19 21 55
20 21 79
21 21 3
22 21 54
23 21 71
24 21 54
0 22 113
1 22 52
2 22 144
3 22 128
4 22 146
5 22 131
6 22 158
7 22 73
8 22 76
9 22 51
10 22 146
11 22 83
12 22 131
13 22 113
14 22 127
15 22 67
16 22 133
17 22 68
18 22 65
19 22 64
20 22 96
21 22 24
22 22 38
23 22 80
24 22 76
0 23 122
1 23 64
2 23 154
3 23 126
4 23 144
5 23 130
6 23 168
7 23 76
8 23 85
9 23 62
10 23 156
11 23 75
12 23 136
13 23 124
14 23 139
15 23 57
16 23 143
17 23 59
18 23 55
19 23 56
20 23 92
21 23 29
22 23 48
23 23 70
24 23 78
0 24 117
1 24 36
2 24 121
3 24 117
4 24 135
5 24 117
6 24 135
7 24 55
8 24 52
9 24 33
10 24 123
11 24 87
12 24 109
13 24 107
14 24 110
15 24 80
16 24 129
17 24 75
18 24 88
19 24 71
20 24 91
21 24 14
22 24 45
23 24 87
24 24 59
0 25 118
1 25 28
2 25 107
3 25 115
4 25 132
5 25 114
6 25 122
7 25 49
8 25 39
9 25 26
10 25 110
11 25 94
12 25 98
13 25 103
14 25 99
15 25 91
16 25 125
17 25 83
18 25 102
19 25 79
20 25 93
21 25 23
22 25 51
23 25 95
24 25 54
0 26 129
1 26 63
2 26 147
3 26 115
4 26 133
5 26 119
6 26 162
7 26 65
8 26 78
9 26 60
10 26 150
11 26 67
12 26 126
13 26 128
14 26 137
15 26 54
16 26 148
17 26 52
18 26 63
19 26 49
20 26 81
21 26 20
22 26 54
23 26 64
24 26 67
0 27 97
1 27 38
2 27 136
3 27 139
4 27 157
5 27 141
6 27 149
7 27 78
8 27 70
9 27 37
10 27 136
11 27 100
12 27 131
13 27 95
14 27 112
15 27 86
16 27 115
17 27 86
18 27 79
19 27 82
20 27 111
21 27 33
22 27 22
23 27 98
24 27 82
0 28 124
1 28 45
2 28 126
3 28 111
4 28 129
5 28 112
6 28 141
7 28 51
8 28 57
9 28 43
10 28 129
11 28 77
12 28 109
13 28 116
14 28 119
15 28 71
16 28 137
17 28 65
18 28 83
19 28 61
20 28 83
21 28 5
22 28 51
23 28 77
24 28 55
0 29 124
1 29 47
2 29 130
3 29 113
4 29 131
5 29 114
6 29 145
7 29 54
8 29 61
9 29 45
10 29 133
11 29 76
12 29 113
13 29 117
14 29 121
15 29 68
16 29 138
17 29 63
18 29 79
19 29 60
20 29 84
21 29 6
22 29 49
23 29 76
24 29 58
0 30 119
1 30 54
2 30 142
3 30 122
4 30 140
5 30 125
6 30 157
7 30 67
8 30 73
9 30 51
10 30 145
11 30 78
12 30 126
13 30 117
14 30 129
15 30 64
16 30 137
17 30 63
18 30 67
19 30 59
20 30 90
21 30 19
22 30 44
23 30 75
24 30 70
0 31 125
1 31 46
2 31 127
3 31 110
4 31 128
5 31 112
6 31 142
7 31 51
8 31 58
9 31 44
10 31 130
11 31 76
12 31 110
13 31 117
14 31 120
15 31 70
16 31 138
17 31 64
18 31 82
19 31 60
20 31 82
21 31 4
22 31 51
23 31 76
24 31 55
0 32 128
1 32 61
2 32 145
3 32 115
4 32 134
5 32 119
6 32 160
7 32 64
8 32 76
9 32 59
10 32 149
11 32 69
12 32 125
13 32 127
14 32 136
15 32 55
16 32 147
17 32 54
18 32 64
19 32 50
20 32 82
21 32 19
22 32 53
23 32 66
24 32 67
0 33 129
1 33 57
2 33 139
3 33 111
4 33 130
5 33 115
6 33 155
7 33 58
8 33 71
9 33 55
10 33 143
11 33 69
12 33 119
13 33 125
14 33 132
15 33 58
16 33 146
17 33 55
18 33 70
19 33 51
20 33 80
21 33 12
22 33 54
23 33 67
24 33 61
0 34 122
1 34 44
2 34 126
3 34 113
4 34 131
5 34 114
6 34 141
7 34 53
8 34 57
9 34 41
10 34 129
11 34 79
12 34 111
13 34 114
14 34 117
15 34 72
16 34 135
17 34 67
18 34 83
19 34 63
20 34 85
21 34 7
22 34 48
23 34 79
24 34 57
0 35 117
1 35 43
2 35 131
3 35 120
4 35 138
5 35 121
6 35 145
7 35 60
8 35 62
9 35 41
10 35 133
11 35 83
12 35 117
13 35 111
14 35 118
15 35 72
16 35 132
17 35 69
18 35 78
19 35 65
20 35 91
21 35 13
22 35 42
23 35 81
24 35 64
0 36 134
1 36 53
2 36 128
3 36 102
4 36 121
5 36 104
6 36 144
7 36 46
8 36 60
9 36 51
10 36 133
11 36 69
12 36 106
13 36 125
14 36 125
15 36 64
16 36 147
17 36 57
18 36 83
19 36 53
20 36 74
21 36 5
22 36 59
23 36 69
24 36 49
0 37 103
1 37 48
2 37 145
3 37 138
4 37 156
5 37 140
6 37 158
7 37 80
8 37 77
9 37 47
10 37 145
11 37 94
12 37 136
13 37 104
14 37 122
15 37 77
16 37 123
17 37 78
18 37 68
19 37 75
20 37 107
21 37 32
22 37 28
23 37 90
24 37 83
0 38 107
1 38 22
2 38 113
3 38 126
4 38 143
5 38 125
6 38 126
7 38 60
8 38 46
9 38 20
10 38 114
11 38 100
12 38 108
13 38 94
14 38 97
15 38 93
16 38 117
17 38 88
18 38 98
19 38 84
20 38 102
21 38 27
22 38 40
23 38 100
24 38 65
0 39 106
1 39 52
2 39 148
3 39 137
4 39 155
5 39 140
6 39 161
7 39 81
8 39 80
9 39 51
10 39 149
11 39 91
12 39 138
13 39 108
14 39 127
15 39 73
16 39 127
17 39 75
18 39 64
19 39 72
20 39 105
21 39 32
22 39 31
23 39 87
24 39 84
0 40 126
1 40 51
2 40 134
3 40 112
4 40 130
5 40 114
6 40 149
7 40 56
8 40 65
9 40 49
10 40 137
11 40 73
12 40 115
13 40 120
14 40 126
15 40 64
16 40 141
17 40 60
18 40 75
19 40 56
20 40 82
21 40 8
22 40 51
23 40 72
24 40 59
0 41 119
1 41 37
2 41 120
3 41 115
4 41 132
5 41 115
6 41 134
7 41 52
8 41 51
9 41 34
10 41 122
11 41 85
12 41 107
13 41 108
14 41 110
15 41 79
16 41 130
17 41 73
18 41 89
19 41 70
20 41 89
21 41 13
22 41 47
23 41 86
24 41 56
0 42 129
1 42 48
2 42 125
3 42 106
4 42 124
5 42 107
6 42 141
7 42 47
8 42 57
9 42 46
10 42 130
11 42 74
12 42 106
13 42 120
14 42 121
15 42 69
16 42 142
17 42 62
18 42 84
19 42 58
20 42 78
21 42 2
22 42 55
23 42 74
24 42 51
0 43 130
1 43 51
2 43 129
3 43 106
4 43 125
5 43 108
6 43 144
7 43 49
8 43 60
9 43 49
10 43 133
11 43 71
12 43 109
13 43 122
14 43 124
15 43 65
16 43 143
17 43 59
18 43 81
19 43 55
20 43 78
21 43 2
22 43 55
23 43 71
24 43 52
0 44 121
1 44 48
2 44 133
3 44 116
4 44 134
5 44 118
6 44 148
7 44 59
8 44 64
9 44 46
10 44 136
11 44 78
12 44 117
13 44 116
14 44 123
15 44 68
16 44 137
17 44 64
18 44 76
19 44 60
20 44 86
21 44 10
22 44 46
23 44 76
24 44 62
0 45 101
1 45 33
2 45 130
3 45 134
4 45 152
5 45 135
6 45 142
7 45 72
8 45 63
9 45 31
10 45 130
11 45 99
12 45 124
13 45 95
14 45 108
15 45 86
16 45 116
17 45 85
18 45 83
19 45 81
20 45 107
21 45 28
22 45 27
23 45 97
24 45 76
0 46 129
1 46 59
2 46 142
3 46 113
4 46 131
5 46 116
6 46 157
7 46 61
8 46 73
9 46 57
10 46 146
11 46 68
12 46 122
13 46 126
14 46 134
15 46 57
16 46 146
17 46 54
18 46 67
19 46 50
20 46 80
21 46 15
22 46 53
23 46 66
24 46 63
0 47 122
1 47 54
2 47 140
3 47 118
4 47 136
5 47 121
6 47 155
7 47 63
8 47 71
9 47 52
10 47 143
11 47 75
12 47 123
13 47 120
14 47 129
15 47 62
16 47 140
17 47 60
18 47 69
19 47 57
20 47 86
21 47 15
22 47 47
23 47 72
24 47 66
0 48 120
1 48 48
2 48 134
3 48 117
4 48 135
5 48 119
6 48 148
7 48 60
8 48 65
9 48 46
10 48 137
11 48 78
12 48 118
13 48 115
14 48 123
15 48 68
16 48 136
17 48 65
18 48 75
19 48 61
20 48 87
21 48 11
22 48 45
23 48 77
24 48 63
0 49 132
1 49 48
2 49 121
3 49 102
4 49 120
5 49 103
6 49 137
7 49 42
8 49 53
9 49 46
10 49 126
11 49 73
12 49 101
13 49 122
14 49 119
15 49 71
16 49 144
17 49 62
18 49 89
19 49 59
20 49 75
21 49 7
22 49 60
23 49 74
24 49 45
;
