data;
set I := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14;
set J := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29;
param F := 0 24577 1 19091 2 23274 3 27209 4 22573 5 19000 6 16168 7 17584 8 15923 9 14717 10 16046 11 19070 12 27146 13 20502 14 19179;
param Cap := 0 771 1 1045 2 836 3 639 4 871 5 1049 6 1191 7 1120 8 1203 9 1264 10 1197 11 1046 12 642 13 974 14 1041;
param RC := 0 531 1 556 2 548 3 561 4 532 5 521 6 544 7 561 8 579 9 500 10 514 11 529 12 555 13 583 14 586;
param OC := 0 185 1 217 2 199 3 219 4 185 5 210 6 214 7 185 8 217 9 219 10 213 11 196 12 180 13 211 14 215;
param HC := 0 2.05 1 2.07 2 2.04 3 2.16 4 2.29 5 2.18 6 2.01 7 2.24 8 2.16 9 2.35 10 2.17 11 2.35 12 2.15 13 2.29 14 2.13;
param LT := 0 9 1 14 2 6 3 9 4 7 5 10 6 14 7 15 8 8 9 12 10 12 11 8 12 6 13 14 14 14;
param d := 0 104 1 40 2 68 3 56 4 87 5 112 6 73 7 147 8 31 9 121 10 87 11 59 12 78 13 53 14 69 15 76 16 76 17 46 18 112 19 148 20 69 21 84 22 81 23 80 24 94 25 125 26 89 27 100 28 110 29 126;
param u := 0 34 1 45 2 44 3 50 4 25 5 47 6 31 7 48 8 42 9 43 10 34 11 38 12 44 13 32 14 40 15 26 16 28 17 37 18 47 19 35 20 26 21 33 22 29 23 35 24 34 25 34 26 41 27 48 28 40 29 40;
param K := 1.28;
param TH := 1000;
param TC := 
4 19 129
5 19 115
6 19 199
7 19 176
8 19 92
9 19 88
10 19 199
11 19 120
12 19 140
13 19 33
14 19 57
0 20 34
1 20 173
2 20 159
3 20 15
4 20 120
5 20 58
6 20 128
7 20 110
8 20 107
9 20 83
10 20 129
11 20 99
12 20 9
13 20 107
14 20 88
0 21 193
1 21 88
2 21 66
3 21 190
4 21 56
5 21 117
6 21 108
7 21 100
8 21 81
9 21 102
10 21 108
11 21 77
12 21 176
13 21 174
14 21 125
0 22 45
1 22 187
2 22 163
3 22 19
4 22 130
5 22 69
6 22 129
7 22 112
8 22 121
9 22 97
10 22 129
11 22 109
12 22 10
13 22 122
14 22 104
0 23 124
1 23 73
2 23 181
3 23 142
4 23 115
5 23 111
6 23 189
7 23 167
8 23 80
9 23 80
10 23 190
11 23 109
12 23 144
13 23 48
14 23 53
0 24 158
1 24 115
2 24 35
3 24 149
4 24 32
5 24 79
6 24 58
7 24 47
8 24 68
9 24 79
10 24 59
11 24 45
12 24 133
13 24 162
14 24 110
0 25 187
1 25 65
2 25 86
3 25 187
4 25 56
5 25 115
6 25 123
7 25 112
8 25 70
9 25 94
10 25 124
11 25 76
12 25 175
13 25 158
14 25 112
0 26 175
1 26 98
2 26 46
3 26 170
4 26 38
5 26 97
6 26 83
7 26 75
8 26 70
9 26 88
10 26 84
11 26 58
12 26 155
13 26 166
14 26 115
0 27 51
1 27 185
2 27 156
3 27 26
4 27 125
5 27 65
6 27 121
7 27 104
8 27 117
9 27 94
10 27 121
11 27 104
12 27 10
13 27 125
14 27 104
0 28 211
1 28 86
2 28 86
3 28 210
4 28 76
5 28 137
6 28 130
7 28 122
8 28 96
9 28 119
10 28 130
11 28 97
12 28 197
13 28 185
14 28 138
0 29 162
1 29 108
2 29 38
3 29 155
4 29 30
5 29 83
6 29 66
7 29 56
8 29 66
9 29 80
10 29 67
11 29 46
12 29 139
13 29 162
14 29 109
;
